stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
1390,FRAREDEN,FRAYSER@REDCOAT,NEW FRAYSER RALEIGH RD & WARFORD ST,35.221616,-89.961216,,,,,,0
1391,FRANALEM,FRAYSER@NEW ALLAN,NEW FRAYSER RALEIGH RD & WARFORD ST,35.222035,-89.959676,,,,,,0
1392,FRANALEF,FRAYSER@NEW ALLEN,FRAYSER BLVD & RAMP,35.222808,-89.955121,,,,,,0
1393,FRAOLDEF,FRAYSER@OLD ALLEN RD,FRAYSER RALEIGH RD & FRAYSER BLVD,35.223455,-89.949525,,,,,,0
1394,FRAWESEF,FRAYSER@WESTLINE,FRAYSER RALEIGH RD & FRAYSER BLVD,35.223434,-89.946877,,,,,,0
1395,FRAWINEN,FRAYSER@WINDERMERE,FRAYSER RALEIGH RD & WINDERMERE DR,35.223044,-89.941493,,,,,,0
1396,FRAEDGEF,FRAYSER@EDGEFIELD,FRAYSER RALEIGH RD & EDGEFIELD DR,35.223016,-89.940163,,,,,,0
1397,FRAHAWEM,FRAYSER@HAWKINS MILL,FRAYSER RALEIGH RD & FRAYSER BLVD,35.22295,-89.936851,,,,,,0
1398,FRAHAWEN,FRAYSER@HAWKINS MILL,FRAYSER BLVD & HAWKINS MILL RD,35.222921,-89.935577,,,,,,0
1399,FRARALEN,FRAYSER@RALEIGH MILLINGTON,RALEIGH FRAYSER RD & RALEIGH MILLINGTON RD,35.220697,-89.928911,,,,,,0
1400,YALRAMEN,YALE@RAMILL,YALE RD & RAMILL RD,35.220454,-89.927404,,,,,,0
1450,WATDUPNF,WATKINS@DUPONT,N WATKINS ST & DUPONT AVE,35.197031,-90.007736,,,,,,0
1452,WATOBENN,WATKINS@OBERLE,N WATKINS ST & OBERLE AVE,35.201276,-90.007633,,,,,,0
1453,WATCEDNM,WATKINS@CEDARHURST,N WATKINS ST & OBERLE AVE,35.202517,-90.006834,,,,,,0
1454,WATCE1NM,WATKINS@CEDARHURST,N WATKINS ST & OBERLE AVE,35.203651,-90.004718,,,,,,0
1455,WATRUGNM,WATKINS@RUGBY,N WATKINS ST & RUGBY PL,35.206287,-90.003829,,,,,,0
1456,WATWHINN,WATKINS@WHITNEY,N WATKINS ST & RUGBY PL,35.2076,-90.003762,,,,,,0
1463,WATSUTNN,WATKINS@SUTTON,N WATKINS ST & SUTTON DR,35.22171,-90.003163,,,,,,0
1464,WATCLANN,WATKINS@CLAIRE,N WATKINS ST & S SUTTON DR,35.224141,-90.003083,,,,,,0
1465,STELEWEF,ST ELMO@LEWEIR,SAINT ELMO AVE & LEWEIR ST,35.231233,-89.997902,,,,,,0
1466,STEDENEN,ST ELMO@DENVER,SAINT ELMO AVE & LEWEIR ST,35.231204,-89.995575,,,,,,0
1467,OVELEYNM,OVERTON CROSSING@LEYTON,OVERTON CROSSING ST & DURHAM AVE,35.233214,-89.993634,,,,,,0
1468,OVEHILNN,OVERTON CROSSING@HILLSIDE,OVERTON CROSSING ST & LEWEIR ST,35.234152,-89.993423,,,,,,0
1469,OVEWELNF,OVERTONCROSSING@WELLONS,OVERTON CROSSING ST & WELLONS AVE,35.236207,-89.993354,,,,,,0
1470,OVESHANN,OVERTON CROSSING@SHARON,0 OVERTON CROSSING ST,35.237878,-89.993297,,,,,,0
1471,OVEHAWNN,OVERTON CROSSING@HAWKINS MILL,0 OVERTON CROSSING ST & DURHAM AVE,35.241363,-89.993172,,,,,,0
1472,HAWOVEEF,HAWKINS MILLS@OVERTONCROSSING,HAWKINS MILL RD & OVERTON CROSSING ST,35.242113,-89.99275,,,,,,0
1473,HAWCHAEF,HAWKINS MILLS@CHATTERING,HAWKINS MILL RD & CHATTERING LN,35.24263,-89.991054,,,,,,0
1474,HAWUNIEN,HAWKINS MILLS@UNIVERSITY,HAWKINS MILL RD & CHATTERING LN,35.243746,-89.988703,,,,,,0
1475,HAWALIEF,HAWKINS MILLS RD@ALINE RD,HAWKINS MILL RD & ALINE RD,35.244922,-89.98439,,,,,,0
1486,HAWALIWN,HAWKINS MILLS RD@ALINE RD,,35.245019,-89.984407,,,,,,0
1487,HAWCHAWM,HAWKINS MILLS@CHATTERING LN,,35.242729,-89.991064,,,,,,0
1488,OVEDURSM,OVERTON CROSSING@DURHAM DR,OVERTONCROSSING & DURHAM DR,35.240883,-89.993369,,,,,,0
1489,OVESHASM,OVERTON CROSSING@SHARON LN,OVERTON CROSSING ST & SHARON LN,35.238763,-89.993529,,,,,,0
1490,OVESHASF,OVERTON CROSSING@SHARON LN,OVERTON CROSSING ST & SHARON LN,35.237637,-89.993563,,,,,,0
1491,OVEWELSN,OVERTONCROSSING@WELLONS,OVERTON CROSSING ST & WELLONS AVE,35.236305,-89.993553,,,,,,0
1492,OVEHILSF,OVERTON CROSSING@HILLSIDE,OVERTON CROSSING ST & HILLSIDE AVE,35.234286,-89.9936,,,,,,0
1493,OVESTESN,OVERTON CROSSING@ST ELMO,OVERTON CROSSING ST & SHARON LN,35.231453,-89.99368,,,,,,0
1494,STEDENWN,ST ELMO@DENVER,STELMO & DENVER,35.231301,-89.995106,,,,,,0
1495,STELEWWN,ST ELMO@LEWEIR,ST ELMO AVE & LEWEIR ST,35.231393,-89.99788,,,,,,0
1496,STEARGWN,ST ELMO@ARGONNE,SAINT ELMO AVE & ARGONNE ST,35.231404,-90.000273,,,,,,0
1497,STEWATWN,SAINT ELMO AVE@WATKINS ST,,35.23036,-90.003255,,,,,,0
1498,WATSUTSM,WATKINS@SUTTON,N WATKINS RD & S SUTTON DR,35.223292,-90.003305,,,,,,0
1499,WATFRASM,WATKINS@FRAYSER,N WATKINS RD & FRAYSER BLVD,35.218636,-90.003487,,,,,,0
1500,WATFRASF,WATKINS@FRAYSER,N WATKINS ST & N WATKINS RD,35.216742,-90.003555,,,,,,0
1501,WATDELSN,WATKINS@DELLWOOD,N WATKINS ST & N WATKINS RD,35.213382,-90.00369,,,,,,0
1502,WATDRISN,WATKINS@DRIFTWOOD,N WATKINS RD & DRIFTWOOD AVE,35.210388,-90.003826,,,,,,0
1503,WATWHISN,WATKINS@WHITNEY,N WATKINS ST & N WATKINS RD,35.208485,-90.003905,,,,,,0
1504,WATWHISF,WATKINS@WHITNEY,N WATKINS ST & N WATKINS RD,35.2076,-90.003961,,,,,,0
1505,WATPINSM,WATKINS@PINEDALE,N WATKINS ST & PINEDALE AVE,35.206323,-90.004029,,,,,,0
1506,WATSIGSM,WATKINS@SIGNAL,N WATKINS ST & PINEDALE AVE,35.203973,-90.00464,,,,,,0
1507,WATOBESN,WATKINS@OBERLE,N WATKINS ST & OBERLE AVE,35.201624,-90.007777,,,,,,0
1509,WATDUPSM,WATKINS@DUPONT,N WATKINS ST & DUPONT AVE,35.197201,-90.007935,,,,,,0
1510,WATPARNN,WATKINS@PARNELL,N WATKINS ST & PARNELL AVE,35.173958,-90.008319,,,,,,0
1512,WATEVANF,WATKINS@EVADNE,N WATKINS ST & EVADNE AVE,35.1773,-90.008228,,,,,,0
1513,WATOVENF,WATKINS@OVERTON CROSSING,N WATKINS ST & EVADNE AVE,35.194323,-90.007827,,,,,,0
1516,CHESTOEN,CHELSEA@STONEWALL,,35.172877,-90.006785,,,,,,0
1517,CHEWILEF,CHELSEA@WILLETT,CHELSEA & EVERGREEN,35.172769,-90.004267,,,,,,0
1519,CHEEVEEN,CHELSEA@EVERGREEN,,35.172623,-90.000341,,,,,,0
1520,CHEMCLEF,CHELSEA@MCLEAN,,35.172694,-89.995072,,,,,,0
1521,CHEUNIEN,CHELSEA@UNIVERSITY,,35.17333,-89.990858,,,,,,0
1522,CHEBRIEM,CHELSEA@BRITTON,,35.173708,-89.988381,,,,,,0
1523,CHETUNEN,CHELSEA@TUNICA,,35.173934,-89.98689,,,,,,0
1524,CHEAUSEN,CHELSEA@AUSTIN,,35.174073,-89.985799,,,,,,0
1525,CHESPREN,CHELSEA@SPRINGDALE,,35.174385,-89.983753,,,,,,0
1526,CHEPEREN,CHELSEA@PERES,CHELSEA AVE & PERES AVE,35.174736,-89.981125,,,,,,0
1527,CHETREEN,CHELSEA@TREZEVANT,CHELSEA AVE & N TREZEVANT ST,35.174708,-89.979907,,,,,,0
1528,CHEHAREN,CHELSEA@HARRISION,CHELSEA AVE & HARRISON ST,35.174644,-89.978036,,,,,,0
1529,CHEHOLEN,CHELSEA AVE@HOLLYWOOD ST,CHELSEA AVE & OAKWOOD ST,35.174553,-89.9756,,,,,,0
1530,HOLCHENF,HOLLYWOOD@CHELSEA,N HOLLYWOOD ST & HUBBARD AVE,35.175115,-89.975367,,,,,,0
1531,HOLPERNF,HOLLYWOOD@PERES,N HOLLYWOOD ST & SANDERS AVE,35.17751,-89.975242,,,,,,0
1532,HOLCALNN,HOLLYWOOD@CALVERT,N HOLLYWOOD ST & CALVERT AVE,35.179717,-89.975162,,,,,,0
1533,HOLHEANF,HOLLYWOOD@HEARD,N HOLLYWOOD ST & HEARD AVE,35.181299,-89.975115,,,,,,0
1534,HOLMIDNF,HOLLYWOOD@MIDWAY,N HOLLYWOOD ST & HEARD AVE,35.183944,-89.975057,,,,,,0
1535,HOLBLUNF,HOLLYWOOD@BLUE RD,N HOLLYWOOD ST & HEARD AVE,35.185687,-89.975641,,,,,,0
1536,HOLJAMNM,HOLLYWOOD@JAMES,2512 RANGE LINE RD & N HOLLYWOOD ST,35.196384,-89.975717,,,,,,0
1537,HOLJAMNN,HOLLYWOOD ST@JAMES RD,HOLLYWOOD ST & N HOLLYWOOD ST,35.198225,-89.975737,,,,,,0
1542,RANWHINF,RANGE LINE@WHITNEY,RANGE LINE RD & N HOLLYWOOD ST,35.208484,-89.975558,,,,,,0
1543,RANWHINN,RANGE LINE RD@WHITNEY AVE,,35.210512,-89.975544,,,,,,0
1544,RANMONNF,RANGE LINE@MONETTE,RANGE LINE RD & MONETTE AVE,35.21187,-89.975532,,,,,,0
1546,RANSANNF,RANGELINE@SANDPIPER,RANGE LINE RD & N HOLLYWOOD ST,35.216383,-89.975493,,,,,,0
1547,RANORMNF,RANGE LINE AVE@ORMAN,RANGE LINE RD & N HOLLYWOOD ST,35.218778,-89.975479,,,,,,0
1548,RANFRANN,RANGE LINE@FRAYSER,RANGE LINE RD & N HOLLYWOOD ST,35.220136,-89.975466,,,,,,0
1555,RANDURSN,RANGE LINE@DURHAM,RANGE LINE RD,35.239884,-89.975265,,,,,,0
1556,RANWELSN,RANGE LINE@WELLONS,RANGE LINE RD,35.237097,-89.97539,,,,,,0
1573,RANFRASF,RANGE LINE@FRAYSER,N HOLLYWOOD ST & RANGE LINE RD,35.219931,-89.975666,,,,,,0
1574,RANORMSN,RANGE LINE@ORMAN,RANGE LINE RD & N HOLLYWOOD ST,35.218367,-89.975679,,,,,,0
1575,RANSANSM,RANGE LINE@SANDPIPER,RANGE LINE RD & N HOLLYWOOD ST,35.216347,-89.975692,,,,,,0
1576,RANSANSN,RANGE LINE@SANDPIPER,RANGE LINE RD & N HOLLYWOOD ST,35.213944,-89.975706,,,,,,0
1577,RANMONSM,RANGE LINE@MONETTE,N HOLLYWOOD ST & MONETTE AVE,35.212326,-89.975731,,,,,,0
1578,RANHORSM,RANGE LINE@HORNBEAM,N HOLLYWOOD ST & WHITNEY AVE,35.210369,-89.975744,,,,,,0
1579,RANWHISN,RANGE LINE@WHITNEY,N HOLLYWOOD ST & CLIFTON AVE,35.208421,-89.975758,,,,,,0
1583,HOLJAMSF,HOLLYWOOD ST@JAMES RD,N HOLLYWOOD ST & RANGE LINE RD,35.198216,-89.975936,,,,,,0
1584,HOLMIDSF,HOLLYWOOD@MIDWAY,N HOLLYWOOD ST & RANGE LINE RD,35.183712,-89.975234,,,,,,0
1585,HOLHEASN,HOLLYWOOD@HEARD,N HOLLYWOOD ST & HEARD AVE,35.181192,-89.975326,,,,,,0
1586,HOLSANSM,HOLLYWOOD@SANDERS,N HOLLYWOOD ST & SANDERS AVE,35.1797,-89.975361,,,,,,0
1587,HOLPERSN,HOLLYWOOD@PERES,N HOLLYWOOD ST & PERES AVE,35.17709,-89.975453,,,,,,0
1588,HOLCHESN,HOLLYWOOD@CHELSEA,? N HOLLYWOOD ST & PERES AVE,35.174731,-89.975566,,,,,,0
1589,CHEHARWN,CHELSEA@HARRISON,CHELSEA AVE & HARRISON ST,35.174796,-89.977714,,,,,,0
1590,CHELAMWN,CHELSEA@LAMBERT,CHELSEA AVE & LAMBERT ST,35.17479,-89.982387,,,,,,0
1591,CHEHYDWM,CHELSEA@HYDE PARK,,35.17452,-89.984039,,,,,,0
1592,CHEAUSWN,CHELSEA@AUSTIN,,35.17431,-89.985419,,,,,,0
1593,CHETUNWN,CHELSEA@TUNICA,,35.174134,-89.986555,,,,,,0
1594,CHEBRIWN,CHELSEA@BRITTON,,35.173967,-89.987673,,,,,,0
1595,CHEMAYWN,CHELSEA@MAY,,35.173614,-89.989988,,,,,,0
1596,CHEUNIWF,CHELSEA@UNIVERSITY,CHELSEA & MCLEAN,35.173272,-89.992264,,,,,,0
1597,CHEMCLWN,CHELSEA@MCLEAN,,35.172856,-89.995001,,,,,,0
1598,CHEMCLWF,CHELSEA@MCLEAN,CHELSEA & EVERGREEN,35.172674,-89.996496,,,,,,0
1599,CHEEVEWM,CHELSEA@EVERGREEN,,35.172706,-89.997973,,,,,,0
1600,CHEWILWM,CHELSEA@WILLETT,,35.172803,-90.00089,,,,,,0
1601,CHEWI1WM,CHELSEA@WILLETT,,35.172938,-90.004496,,,,,,0
1602,CHESTOWN,CHELSEA@STONEWALL,,35.173049,-90.006614,,,,,,0
1604,CHECLAWM,CHELSEA@CLAYBROOK,,35.173148,-90.009524,,,,,,0
1605,CHECLAWN,CHELSEA@CLAYBROOK,,35.172387,-90.013631,,,,,,0
1606,CHECOLWN,CHELSEA@COLBY,,35.171886,-90.014992,,,,,,0
1607,CHESYLWN,CHELSEA@SYLVAN,,35.171402,-90.016277,,,,,,0
1608,CHEBELWN,CHELSEA@BELLEVUE,CHELSEA AVE & RAMP,35.171049,-90.017135,,,,,,0
1609,CHELEWWN,CHELSEA@LEWIS,,35.170132,-90.019693,,,,,,0
1611,CHEDECWN,CHELSEA@DECATUR,,35.168617,-90.023722,,,,,,0
1612,CHEMORWN,CHELSEA@MOREHEAD,,35.168176,-90.024892,,,,,,0
1613,CHEPEAWN,CHELSEA@PEARCE,,35.167086,-90.027828,,,,,,0
1614,CHEDUNWN,CHELSEA@DUNLAP,,35.166511,-90.02938,,,,,,0
1615,CHELEAWN,CHELSEA@LEATH,,35.165978,-90.030816,,,,,,0
1616,CHEMANWF,CHELSEA@MANASSAS,,35.165409,-90.032366,,,,,,0
1617,CHEWOOWN,CHELSEA@WOODLAWN,,35.165065,-90.033306,,,,,,0
1618,CHETULWN,CHELSEA@TULLY,,35.164456,-90.034936,,,,,,0
1619,CHETHOWN,CHELSEA@THOMAS,CHELSEA AVE & STATE HWY 3,35.163951,-90.036315,,,,,,0
1620,CHESEVWN,CHELSEA@SEVENTH,CHELSEA AVE & LAKE GROVE ST,35.163299,-90.03812,,,,,,0
1621,CHEFIFWF,CHELSEA@FIFTH,,35.163399,-90.040286,,,,,,0
1622,CHEFOUEF,CHELSEA@FOURTH,,35.163312,-90.041004,,,,,,0
1623,CHEFIFEN,CHELSEA@FIFTH,,35.163261,-90.040188,,,,,,0
1624,CHESIXEN,CHELSEA@SIXTH,,35.163176,-90.038865,,,,,,0
1625,CHETHOEN,CHELSEA@THOMAS,,35.163573,-90.036942,,,,,,0
1626,CHETULEM,CHELSEA@TULLY,,35.164012,-90.035668,,,,,,0
1627,CHETULEF,CHELSEA@TULLY,,35.164247,-90.035036,,,,,,0
1628,CHEWOOEN,CHELSEA@WOODLAWN,,35.16469,-90.033828,,,,,,0
1629,CHEMANEF,CHELSEA@MANASSAS,,35.165553,-90.031482,,,,,,0
1630,CHEDUNEN,CHELSEA@DUNLAP,,35.166145,-90.029868,,,,,,0
1631,CHEPEAEN,CHELSEA@PEARCE,,35.166608,-90.028635,,,,,,0
1632,CHEAYEEF,CHELSEA@AYERS,CHELSEA AVE & AYERS ST,35.167326,-90.026659,,,,,,0
1633,CHEMOREN,CHELSEA@MOREHEAD,,35.16783,-90.02535,,,,,,0
1634,CHEDECEN,CHELSEA@DECATUR,,35.168238,-90.024257,,,,,,0
1635,CHEKNEEN,CHELSEA@KNEY,,35.168675,-90.023084,,,,,,0
1637,CHELEWEN,CHELSEA@LEWIS,,35.169892,-90.019824,,,,,,0
1638,CHESYLEM,CHELSEA@SYLVAN,,35.170916,-90.017057,,,,,,0
1639,CHECOLEF,CHELSEA@COLBY,,35.171607,-90.015207,,,,,,0
1640,CHECLAEN,CHELSEA@CLAYBROOK,,35.172081,-90.013939,,,,,,0
1641,CHEWATEM,CHELSEA@WATKINS,,35.172685,-90.011891,,,,,,0
1643,WHIEDEEM,WHITNEY@EDEN,WHITNEY AVE & EDEN ST,35.207876,-90.001214,,,,,,0
1644,WHIEDEEF,WHITNEY@EDEN,WHITNEY AVE & EDEN ST,35.20783,-89.998998,,,,,,0
1645,WHIWOOEF,WHITNEY@WOODLAWN,WHITNEY AVE & WOODLAWN TER,35.207766,-89.996728,,,,,,0
1646,WHIOVEEN,WHITNEY@OVERTON CROSSING,WHITNEY AVE & OVERTON CROSSING ST,35.207702,-89.994512,,,,,,0
1647,WHIUNIEM,WHITNEY@UNIVERSITY,,35.206457,-89.990891,,,,,,0
1662,STESCHEN,ST ELMO@SCHOOLFIELD,ST ELMO AVE & SCHOOLFIELD CV,35.233374,-89.96879,,,,,,0
1663,SCHGRUSM,SCHOOLFIELD@GRUBER,SCHOOLFIELD RD & GRUBER DR,35.232668,-89.968714,,,,,,0
1665,SCHFIESN,SCHOOLFIELD@FIELDBROOK,SCHOOLFIELD RD & FIELDBROOK DR,35.227968,-89.968964,,,,,,0
1666,SCHBROSN,SCHOOLFIELD@BROOKVIEW,SCHOOLFIELD RD & BROOKVIEW CV,35.227003,-89.969209,,,,,,0
1667,SCHALPSN,SCHOOLFIELD@ALPENA,SCHOOLFIELD RD & ALPENA AVE,35.225287,-89.969665,,,,,,0
1668,SCHFRASM,SCHOOLFIELD@FRAYSER,SCHOOLFIELD RD & FIELDBROOK DR,35.221928,-89.969958,,,,,,0
1681,JAMRANEF,JAMES@RANGE LINE,JAMES RD & SKYLAKE DR,35.199234,-89.974628,,,,,,0
1682,JAMBIREN,JAMES@BIRCHFIELD,JAMES RD & BIRCHFIELD DR,35.199774,-89.969134,,,,,,0
1683,JAMBIRWN,JAMES@BIRCHFIELD,JAMES RD,35.199926,-89.968879,,,,,,0
1684,JAMRANWN,JAMES RD@RANGE LINE RD,0 JAMES RD & N HOLLYWOOD ST,35.199262,-89.975736,,,,,,0
1686,WINGERWN,WINCHESTER@GERONIMO,WINCHESTER RD & GERONIMO CT,35.051769,-89.924544,,,,,,0
1687,WINLAMWF,WINCHESTER@LAMAR,WINCHESTER RD & RAMP,35.051809,-89.927286,,,,,,0
1688,WINAIRWN,WINCHESTER@AIR PARK,WINCHESTER RD & AIR PARK ST,35.051912,-89.931221,,,,,,0
1689,WINGETWN,WINCHESTER RD @ AIR PARK ST,WINCHESTER RD & REGAL BLVD,35.051958,-89.932935,,,,,,0
1690,WINOGTWN,WINCHESTER@OLD GETWELL,WINCHESTER RD & AIR PARK ST,35.052052,-89.936726,,,,,,0
1691,WINMETWN,WINCHESTER@METROPOLITAN,WINCHESTER RD & METROPOLITAN LN,35.052074,-89.940109,,,,,,0
1692,WINPREWN,WINCHESTER@PRESCOTT,WINCHESTER RD & PRESCOTT RD,35.05214,-89.943182,,,,,,0
1693,WINLAKWF,WINCHESTER@PARK LAKE,WINCHESTER RD & PARK LAKE DR,35.052288,-89.94861,,,,,,0
1694,WINWIHWF,WINCHESTER@WINHOMA,WINCHESTER RD & WINHOMA DR,35.052317,-89.950445,,,,,,0
1695,WINTUCWF,WINCHESTER RD @ TCHULAHOMA RD,? WINCHESTER RD & MERCER DR,35.052364,-89.952711,,,,,,0
1696,WINBISWF,WINCHESTER@BISHOPS BRIDGE,WINCHESTER RD & MERCER DR,35.052666,-89.959985,,,,,,0
1697,WINSWIWF,WINCHESTER@SWINNEA,WINCHESTER RD & RACE ST,35.052804,-89.964771,,,,,,0
1698,WINCARWM,WINCHESTER@CARGO,WINCHESTER RD & MERCER DR,35.052851,-89.967502,,,,,,0
1699,WINPLOWM,WINCHESTER@PLOUGH,2698 WINCHESTER RD & RAMP,35.052184,-89.982327,,,,,,0
1700,WINAIRWF,WINCHESTER RD@AIRWAYS BLVD,WINCHESTER RD & RAMP,35.053433,-89.991855,,,,,,0
1701,WINBOEWF,WINCHESTER@BOEINGSHIRE,WINCHESTER RD & BOEINGSHIRE DR,35.053525,-89.995415,,,,,,0
1702,WINWBRWF,WINCHESTER@WINBROOK,WINCHESTER RD & WINBROOK DR,35.053599,-89.999771,,,,,,0
1703,WINCAZWN,WINCHESTER@CAZASSA,? WINCHESTER RD & CAZASSA RD,35.053645,-90.001683,,,,,,0
1704,WINWINWN,WINCHESTER@WINDCREST,WINCHESTER RD & WINDCREST RD,35.053736,-90.004568,,,,,,0
1713,WINGILWF,WINCHESTER@GILL,E MITCHELL RD & GILL RD,35.055246,-90.057412,,,,,,0
1714,WINTHIWN,WINCHESTER RD@3RD ST,E MITCHELL RD & GILL RD,35.055326,-90.059645,,,,,,0
1738,MITGILEN,MITCHELL@GILL,E MITCHELL RD & GILL RD,35.055085,-90.057401,,,,,,0
1745,WINMILEF,WINCHESTER RD@MILLBRANCH RD,WINCHESTER RD & WINDCREST RD,35.05363,-90.006647,,,,,,0
1747,WINCAZEN,WINCHESTER@CAZASSA,WINCHESTER RD & CAZASSA RD,35.053493,-90.00207,,,,,,0
1748,WINCAZEM,WINCHESTER@CAZASSA,WINCHESTER RD & CAZASSA RD,35.053447,-90.000114,,,,,,0
1749,WINWINEN,WINCHESTER@WINBROOK,WINCHESTER RD & WINBROOK DR,35.053438,-89.999229,,,,,,0
1750,WINBOEEN,WINCHESTER@BOEINGSHIRE,WINCHESTER RD & BOEINGSHIRE DR,35.053355,-89.995194,,,,,,0
1751,WINAIREN,WINCHESTER RD@AIRWAYS BLVD,WINCHESTER RD & BOEINGSHIRE DR,35.053263,-89.991524,,,,,,0
1752,WINHOLEN,WINCHESTER@HOLLY,WINCHESTER RD & BOEINGSHIRE DR,35.053209,-89.990098,,,,,,0
1753,WINCAREF,WINCHESTER@CARGO,? WINCHESTER RD & RAMP,35.052066,-89.980094,,,,,,0
1754,WINSWIEM,WINCHESTER@SWINNEA,WINCHESTER RD & RACE ST,35.052583,-89.966728,,,,,,0
1755,WINNANEF,WINCHESTER@NANCY,WINCHESTER RD & NANCY RD,35.052464,-89.963777,,,,,,0
1756,WINBISEN,WINCHESTER@BISHOPS BRIDGE,WINCHESTER RD & UNION AVE,35.052344,-89.95972,,,,,,0
1757,WINTCHEN,WINCHESTER RD@TCHULAHOMA RD,,35.05225,-89.954978,,,,,,0
1758,WINNTCEN,WINCHESTER@NEW TCHULAHOMA,WINCHESTER RD & NEW TCHULAHOMA RD,35.052194,-89.95217,,,,,,0
1759,WINPAREN,WINCHESTER@PARK LAKE,WINCHESTER RD & PARK LAKE DR,35.052127,-89.948577,,,,,,0
1760,WINPREEF,WINCHESTER@PRESCOTT,WINCHESTER RD & PRESCOTT RD,35.051969,-89.942939,,,,,,0
1761,WINMETEF,WINCHESTER@ METROPOLITAN LN,WINCHESTER RD & METROPOLITAN LN,35.051913,-89.940142,,,,,,0
1762,WINGETEN,WINCHESTER@OLD GETWELL,WINCHESTER RD & OLD GETWELL RD,35.051838,-89.937545,,,,,,0
1763,WINGETEF,WINCHESTER@OLD GETWELL,WINCHESTER RD & OLD GETWELL RD,35.051747,-89.936141,,,,,,0
1766,WINGEREF,WINCHESTER@GERONIMO CT,WINCHESTER RD & OLD GETWELL RD,35.051456,-89.924081,,,,,,0
1767,WINTALEN,WINCHESTER@TALL OAKS CR,WINCHESTER RD & TALL OAKS CIR,35.050842,-89.899142,,,,,,0
1768,WINCLEEF,WINCHESTER@CLEARBROOK,WINCHESTER RD & CLEARBROOK ST,35.050794,-89.896976,,,,,,0
1769,WINCASEF,WINCHESTER RD@CASTLEMAN ST,,35.050597,-89.891184,,,,,,0
1770,WINWI1EN,WINCHESTER@WINPLACE,WINCHESTER RD & WINPLACE RD,35.050531,-89.88894,,,,,,0
1771,WINMENEF,WINCHESTER RD @ MENDENHALL RD,WINCHESTER RD & RAMP,35.050462,-89.884772,,,,,,0
1772,WINFALEF,WINCHESTER@FALL RIVER,WINCHESTER RD & FALL RIVER DR,35.050433,-89.883114,,,,,,0
1773,WINEMEEF,WINCHESTER@EMERALD,WINCHESTER RD & EMERALD ST,35.050357,-89.880295,,,,,,0
1774,WINHEAEN,WINCHESTER@HEATHER RIDGE,WINCHESTER RD & HEATHER RIDGE DR,35.050309,-89.87814,,,,,,0
1775,WINCLAEN,WINCHESTER@CLARKE,WINCHESTER RD & CLARKE RD,35.05026,-89.875443,,,,,,0
1776,WINFOXEM,WINCHESTER@FOX MEADOWS,WINCHESTER RD & FOX MEADOWS RD,35.050221,-89.87374,,,,,,0
1777,WINFANEN,WINCHESTER@FANN,WINCHESTER RD & FANN RD,35.050107,-89.869849,,,,,,0
1778,WINHICEN,WINCHESTER@HICKORY HILL,WINCHESTER RD & HICKORY HILL RD,35.050004,-89.86692,,,,,,0
1779,WINLICEN,WINCHESTER@LICHTERMAN,WINCHESTER RD & LITCHERMAN ST,35.049919,-89.864466,,,,,,0
1780,WINRIDEF,WINCHESTER@RIDGEWAY,WINCHESTER RD & S HICKORY RIDGE MALL,35.049709,-89.856773,,,,,,0
1781,WINWOOEN,WINCHESTER@WOODY LN,WINCHESTER RD & WINCHEST CV,35.049604,-89.853103,,,,,,0
1782,WINKIREF,WINCHESTER@KIRBY RD,WINCHESTER RD & KIRBY RD,35.049522,-89.847488,,,,,,0
1783,WINKIREN,WINCHESTER@KIRBY PKWY,WINCHESTER RD & KIRBY RD,35.049472,-89.844669,,,,,,0
1784,WINROSEM,WINCHESTER@ROSS,WINCHESTER RD & KIRBY RD,35.049394,-89.841342,,,,,,0
1785,WINROSEF,WINCHESTER@ROSS RD,WINCHESTER RD & ROSS RD,35.049325,-89.838258,,,,,,0
1786,WINKIREM,WINCHESTER@KIRBY TERRACE,WINCHESTER RD & KIRBY TERRACE DR,35.049257,-89.835494,,,,,,0
1787,WINMALEM,WINCHESTER@MALCO,? WINCHESTER RD & KIRBY TERRACE DR,35.04916,-89.831404,,,,,,0
1788,WINRIVEF,WINCHESTER@RIVERDALE BEND,WINCHESTER RD & KIRBY TERRACE DR,35.04889,-89.822153,,,,,,0
1789,WINGEREN,WINCHESTER@GERMANTOWN,WINCHESTER RD & KIRBY TERRACE DR,35.050517,-89.81389,,,,,,0
1790,WINCENEM,WINCHESTER@CENTENNIAL DR,WINCHESTER RD & RAMP,35.0496,-89.807238,,,,,,0
1791,WINCENEN,WINCHESTER@CENTENNIAL DR,? WINCHESTER RD & RAMP,35.049227,-89.804409,,,,,,0
1792,WINCOUEM,WINCHESTER@COUNTY GATE,WINCHESTER RD & WINCROSS DR,35.048826,-89.801083,,,,,,0
1793,WINHACEN,WINCHESTER@HACKS CROSS,? WINCHESTER RD & HACKS CROSS RD,35.048261,-89.796133,,,,,,0
1794,HACCENSM,HACKS CROSS@CENTENNIAL,HACKS CROSS RD & HACKS CROSS RD,35.046151,-89.796096,,,,,,0
1795,CENHACWF,CENTENNIAL DR@HACKS CROSS RD,CAPILANO DR & N THIRD ST,35.043848,-89.797066,,,,,,0
