from_stop_id,to_stop_id,transfer_type,min_transfer_time
4171,663,2,300
4171,664,2,309
4171,2026,2,300
4171,2027,2,300
4171,2059,2,325
4171,2060,2,300
4171,2061,2,300
4171,2062,2,308
4171,3729,2,300
4171,4170,2,300
4171,4172,2,300
4171,5627,2,300
4172,663,2,300
4172,664,2,300
4172,2026,2,300
4172,2027,2,300
4172,2059,2,300
4172,2060,2,300
4172,2061,2,300
4172,2062,2,300
4172,3729,2,300
4172,4170,2,300
4172,4171,2,300
4172,5627,2,300
4173,1106,2,300
4173,1107,2,300
4173,1114,2,300
4175,995,2,300
4175,1038,2,300
4175,5534,2,431
4175,5633,2,300
4181,848,2,300
4181,935,2,300
4181,936,2,300
4182,4184,2,300
4182,4185,2,335
4182,4593,2,300
4182,4989,2,304
4183,870,2,300
4183,913,2,300
4183,3529,2,345
4183,4184,2,361
4183,4185,2,432
4184,870,2,300
4184,912,2,347
4184,913,2,300
4184,3529,2,345
4184,4182,2,300
4184,4183,2,361
4184,4185,2,495
4185,870,2,534
4185,913,2,460
4185,3529,2,340
4185,4182,2,335
4185,4183,2,432
4185,4184,2,495
4186,1578,2,303
4186,1643,2,300
4186,1644,2,300
4186,2019,2,300
4186,2020,2,335
4186,2067,2,300
4189,1578,2,300
4189,1642,2,300
4189,1643,2,303
4189,2015,2,300
4191,1638,2,300
4191,3295,2,300
4191,4193,2,351
4191,5616,2,300
4193,1636,2,300
4193,3295,2,344
4193,4191,2,351
4193,5616,2,300
4193,5617,2,300
4193,6289,2,300
4195,878,2,300
4195,905,2,300
4195,3266,2,300
4195,3296,2,300
4195,4196,2,300
4196,878,2,300
4196,905,2,300
4196,3266,2,300
4196,3296,2,300
4196,4195,2,300
4196,5786,2,300
4200,1097,2,300
4200,1098,2,300
4200,1124,2,300
4200,1125,2,300
4202,686,2,300
4202,687,2,300
4202,688,2,300
4202,814,2,300
4204,821,2,300
4204,822,2,300
4204,2421,2,368
4204,2422,2,300
4204,2472,2,300
4204,5160,2,300
4204,5720,2,300
4206,2260,2,300
4206,2261,2,300
4206,2326,2,367
4206,2328,2,336
4207,2251,2,300
4207,2262,2,300
4207,4208,2,300
4208,2251,2,300
4208,2262,2,300
4208,4207,2,300
4209,1726,2,300
4209,1772,2,300
4209,1773,2,300
4212,2216,2,300
4212,2218,2,585
4212,4213,2,300
4212,4231,2,300
4212,6373,2,300
4212,6374,2,300
4212,6375,2,300
4212,6377,2,300
4212,6379,2,300
4213,2216,2,300
4213,4212,2,300
4213,4231,2,300
4213,6373,2,300
4213,6374,2,300
4213,6375,2,300
4213,6377,2,300
4213,6379,2,300
4215,4216,2,300
4215,4234,2,300
4216,771,2,951
4216,4215,2,300
4216,4234,2,330
4218,1747,2,300
4218,1748,2,301
4218,1754,2,300
4218,2335,2,370
4218,4219,2,300
4218,4220,2,308
4218,6373,2,813
4219,1748,2,300
4219,2335,2,300
4219,2337,2,300
4219,4218,2,300
4219,4220,2,300
4219,4231,2,774
4220,1748,2,408
4220,2216,2,903
4220,2335,2,300
4220,4218,2,308
4220,4219,2,300
4220,4231,2,885
4223,2340,2,300
4223,3106,2,300
4223,3109,2,300
4223,5741,2,300
4223,5753,2,307
4224,740,2,300
4224,742,2,300
4224,755,2,300
4224,3105,2,300
4224,3110,2,300
4224,4225,2,300
4224,4226,2,300
4224,4227,2,300
4225,740,2,300
4225,742,2,330
4225,755,2,300
4225,3110,2,300
4225,3112,2,300
4225,4224,2,300
4225,4226,2,300
4225,4227,2,300
4225,4278,2,300
4226,740,2,300
4226,742,2,325
4226,755,2,300
4226,3110,2,300
4226,3112,2,300
4226,4224,2,300
4226,4225,2,300
4226,4227,2,300
4226,4278,2,300
4227,740,2,300
4227,755,2,300
4227,3105,2,365
4227,3110,2,300
4227,4224,2,300
4227,4225,2,300
4227,4226,2,300
4228,735,2,300
4228,736,2,300
4228,4229,2,300
4228,4751,2,300
4229,734,2,300
4229,735,2,300
4229,1744,2,300
4229,1745,2,363
4229,1756,2,300
4229,4228,2,300
4229,4230,2,300
4230,733,2,300
4230,734,2,300
4230,764,2,300
4230,1744,2,300
4230,1745,2,300
4230,1756,2,300
4230,1757,2,300
4230,2218,2,300
4230,4229,2,300
4230,4231,2,469
4230,4235,2,300
4230,6373,2,570
4231,733,2,439
4231,734,2,445
4231,1745,2,331
4231,1746,2,300
4231,1748,2,537
4231,2216,2,300
4231,4212,2,300
4231,4213,2,300
4231,4219,2,774
4231,4220,2,885
4231,4230,2,469
4231,4235,2,403
4231,6373,2,300
4231,6374,2,300
4231,6375,2,300
4231,6377,2,300
4231,6379,2,300
4234,2334,2,633
4234,2370,2,652
4234,3360,2,300
4234,4215,2,300
4234,4216,2,330
4235,733,2,300
4235,734,2,300
4235,764,2,300
4235,1744,2,312
4235,1745,2,392
4235,1756,2,308
4235,2218,2,300
4235,4230,2,300
4235,4231,2,403
4235,6373,2,446
4235,6374,2,416
4235,6375,2,409
4235,6377,2,338
4235,6379,2,383
4236,1761,2,300
4236,1762,2,300
4236,2176,2,300
4236,2220,2,585
4236,2221,2,300
4236,5608,2,300
4236,6002,2,300
4267,529,2,300
4267,568,2,424
4267,4268,2,300
4267,5544,2,506
4267,5551,2,443
4268,529,2,300
4268,568,2,405
4268,4267,2,300
4268,5544,2,531
4268,5545,2,516
4268,5547,2,510
4268,5551,2,468
4272,543,2,300
4272,4273,2,300
4272,5489,2,429
4272,6356,2,300
4273,4272,2,300
4273,5489,2,655
4275,559,2,368
4275,560,2,300
4275,4276,2,300
4275,5363,2,330
4275,5871,2,300
4276,559,2,362
4276,560,2,332
4276,4275,2,300
4276,5871,2,300
4277,1678,2,310
4277,2623,2,300
4277,2641,2,300
4277,4393,2,300
4277,5487,2,300
4278,3112,2,300
4278,4225,2,300
4278,4226,2,300
4283,1353,2,300
4283,1363,2,300
4283,1364,2,300
4283,4284,2,307
4283,4285,2,311
4284,1353,2,360
4284,1363,2,300
4284,1364,2,300
4284,4283,2,307
4284,4285,2,300
4285,1363,2,300
4285,4283,2,311
4285,4284,2,300
4285,4286,2,316
4286,1363,2,481
4286,3526,2,300
4286,4285,2,316
4286,4288,2,697
4286,5779,2,677
4288,1005,3,
4288,1029,2,322
4288,3526,2,483
4288,4286,2,697
4288,5194,2,421
4288,5774,2,469
4288,5779,2,300
4288,6367,2,371
4288,6428,2,300
4288,6442,2,300
4290,1193,2,300
4290,1239,2,402
4290,1240,2,300
4290,1358,2,300
4290,1359,2,300
4290,1475,2,300
4290,2240,2,300
4290,2241,2,300
4290,3535,2,300
4290,4296,2,300
4296,1358,2,300
4296,1359,2,300
4296,2238,2,300
4296,2240,2,304
4296,3535,2,300
4296,4290,2,300
4298,1028,2,300
4298,3527,2,300
4298,6428,2,300
4299,1013,2,300
4299,1021,2,300
4299,1022,2,419
4299,3526,2,424
4299,4300,2,300
4299,5774,2,306
4300,1013,2,300
4300,1014,2,334
4300,1021,2,300
4300,1022,2,419
4300,3526,2,434
4300,4285,2,905
4300,4286,2,649
1340,3261,2,300
1340,3300,2,305
1340,4534,2,300
1340,5100,2,300
1340,5465,2,300
1341,1377,2,300
1341,4534,2,300
1341,5100,2,379
1341,5465,2,300
1342,5130,2,300
1344,5150,2,300
1346,1347,2,300
1346,1372,2,300
1346,1373,2,300
1347,1346,2,300
1347,1349,2,407
1347,1367,2,817
1347,1369,2,390
1347,1372,2,300
1347,1373,2,300
1349,847,2,300
1349,937,2,300
1349,938,2,300
1349,1368,2,321
1349,1369,2,300
1349,2803,2,300
1349,3337,2,300
1349,6366,2,314
1352,1349,2,638
1352,1366,2,300
1352,1367,2,300
1352,1369,2,672
1352,6265,2,300
1352,6266,2,300
1352,6267,2,418
1352,6268,2,362
1352,6269,2,674
1352,6270,2,697
1352,6272,2,948
1353,1364,2,300
1353,4283,2,300
1353,4284,2,360
1356,1008,2,300
1356,1027,2,300
1356,2238,2,300
1356,2271,2,300
1356,3527,2,300
1356,5788,2,300
1358,1359,2,300
1358,2238,2,300
1358,2240,2,300
1358,3535,2,300
1358,4290,2,300
1358,4296,2,300
1359,1242,2,300
1359,1358,2,300
1359,2240,2,300
1359,3535,2,300
1359,4290,2,300
1359,4296,2,300
1361,1002,2,300
1361,1003,2,300
1361,1030,2,361
1361,1032,2,300
1363,4283,2,300
1363,4284,2,300
1363,4285,2,300
1363,4286,2,481
1363,6082,2,302
1364,1353,2,300
1364,4283,2,300
1364,4284,2,300
1365,5032,2,300
1366,1352,2,300
1366,1367,2,300
1366,1372,2,936
1366,6265,2,300
1366,6266,2,300
1367,1352,2,300
1367,1366,2,300
1367,1368,2,300
1367,1372,2,805
1367,2803,2,300
1367,6265,2,300
1367,6266,2,300
1368,938,2,302
1368,1349,2,321
1368,1367,2,300
1368,1369,2,300
1368,2803,2,300
1368,6366,2,529
1369,847,2,300
1369,937,2,300
1369,938,2,300
1369,1349,2,300
1369,1368,2,300
1369,3337,2,300
1369,6366,2,307
1372,1346,2,300
1372,1347,2,300
1372,1349,2,409
1372,1366,2,936
1372,1367,2,805
1372,1369,2,378
1372,1373,2,300
1373,1346,2,300
1373,1347,2,300
1373,1372,2,300
1373,5150,2,360
1377,1341,2,300
1377,3260,2,398
1377,4534,2,300
1377,5100,2,372
1377,5465,2,300
1379,1339,2,300
1379,1340,2,300
1379,3260,2,300
1379,3261,2,300
1379,3300,2,300
1379,5100,2,300
1381,669,2,339
1381,1338,2,300
1382,669,2,300
1382,1336,2,300
1382,1337,2,300
1383,1091,2,358
1383,1092,2,300
1383,1093,2,418
1383,1335,2,300
1383,1336,2,300
1383,4667,2,300
1383,4668,2,500
1384,1090,2,391
1384,1091,2,300
1384,1092,2,300
1384,1130,2,342
1384,1334,2,300
1384,1335,2,300
1384,1385,2,300
1384,4667,2,300
1385,1334,2,300
1385,1384,2,300
1387,886,2,300
1387,898,2,300
1387,1331,2,300
1387,1332,2,300
1387,4742,2,300
1387,5636,2,300
1396,1318,2,300
1396,1319,2,300
1398,1316,2,300
1398,1399,2,300
1398,2305,2,300
1398,2394,2,300
1398,5707,2,300
1398,5781,2,300
1399,1316,2,300
1399,1398,2,300
1399,1400,2,300
1399,5186,2,300
1399,5781,2,301
1400,1316,2,300
1400,1399,2,300
1400,1401,2,300
1400,4748,2,300
1400,5186,2,300
1401,1313,2,300
1401,1400,2,300
1401,1402,2,300
1401,2457,2,902
1401,4748,2,300
1402,1313,2,300
1402,1401,2,300
1402,6342,2,300
1408,1307,2,300
1408,1308,2,300
1408,1409,2,300
1408,2886,2,300
1408,5505,2,300
1409,1307,2,300
1409,1408,2,300
1409,1410,2,300
1409,2886,2,300
1409,4713,2,300
1409,5104,2,421
1410,1409,2,300
1410,2886,2,306
1410,4713,2,300
1410,5104,2,321
1412,1413,2,300
1412,5053,2,300
1412,5104,2,343
1412,6306,2,300
1412,6307,2,300
1413,1412,2,300
1413,5057,2,300
1414,5049,2,300
1414,5104,2,824
1415,1160,2,300
1415,3276,2,378
1415,5537,2,310
1415,5602,2,300
1415,5603,2,330
1417,472,2,300
1417,620,2,300
1417,1296,2,300
1417,2877,2,535
1417,2878,2,300
1417,5604,2,434
1417,5605,2,300
1417,6363,2,300
1423,1424,2,300
1424,1423,2,300
1424,1425,2,300
1425,1424,2,300
1425,1426,2,300
1426,1425,2,300
1440,1517,2,300
1440,1985,2,300
1444,1513,2,300
1446,1511,2,300
1465,1466,2,300
1465,1494,2,300
1465,2244,2,300
1465,2266,2,300
1466,1465,2,300
1466,1467,2,300
1466,1494,2,300
1466,2243,2,300
1466,2244,2,300
1467,1466,2,300
1467,2243,2,300
1474,1193,2,300
1474,1240,2,300
1474,1475,2,300
1474,2241,2,300
1474,2242,2,300
1475,1193,2,300
1475,1194,2,300
1475,1239,2,300
1475,1240,2,300
1475,1474,2,300
1475,2240,2,300
1475,2241,2,300
1475,2242,2,300
1475,4290,2,300
1494,1465,2,300
1494,1466,2,300
1494,2244,2,300
1494,2246,2,300
1494,2266,2,300
1504,590,2,300
1504,591,2,300
1504,593,2,330
1504,2607,2,300
1504,2738,2,300
1511,1446,2,300
1513,1444,2,300
1517,1440,2,300
1517,1985,2,300
1540,1683,2,300
1540,2639,2,321
1540,2640,2,300
1540,2917,2,300
1540,2918,2,300
1540,3172,2,300
1540,3234,2,314
1540,4396,2,300
1540,4397,2,300
1540,4398,2,300
1541,1681,2,300
1541,1682,2,300
1541,1683,2,300
1541,4396,2,300
1542,1543,2,300
1542,1681,2,300
1542,4394,2,300
1543,1542,2,300
1543,4394,2,344
1545,1546,2,300
1545,1676,2,300
1545,1678,2,300
1546,1545,2,300
1546,1547,2,300
1546,1676,2,300
1546,5631,2,300
1547,1546,2,300
1547,1548,2,300
1547,1676,2,300
1547,5631,2,300
1548,1547,2,300
1548,1674,2,300
1548,5631,2,300
1549,1672,2,300
1549,1673,2,300
1550,1671,2,300
1550,1672,2,300
1550,5655,2,300
1553,1554,2,300
1553,1669,2,300
1553,2175,2,300
1554,1553,2,300
1554,1555,2,300
1554,1667,2,300
1554,1668,2,300
1554,1669,2,300
1554,2175,2,346
1555,1554,2,300
1555,1556,2,300
1555,1667,2,300
1555,1668,2,300
1556,1555,2,300
1556,1557,2,300
1556,1666,2,300
1556,1667,2,300
1556,1668,2,300
1557,1556,2,300
1557,1665,2,300
1557,1666,2,300
1558,1559,2,300
1558,1664,2,300
1558,1665,2,300
1559,1558,2,300
1559,1560,2,300
1559,1663,2,300
1559,1664,2,300
1559,2249,2,300
1559,2263,2,300
1560,1559,2,300
1560,1663,2,300
1560,1664,2,300
1560,2249,2,300
1560,2263,2,300
1561,1662,2,300
1561,1663,2,300
1561,2249,2,300
1562,1661,2,300
1564,1659,2,300
1565,1566,2,300
1565,1655,2,369
1565,1656,2,300
1565,1718,2,336
1566,1565,2,300
1566,1655,2,300
1566,1656,2,300
1566,1657,2,300
1566,1718,2,300
1566,2613,2,953
1566,2643,2,855
1566,2767,2,300
1566,5868,2,814
1566,5944,2,777
1566,6372,2,300
1578,1642,2,300
1578,1643,2,300
1578,2015,2,308
1578,4186,2,303
1578,4189,2,300
1580,1639,2,300
1580,1640,2,300
1582,1638,2,300
1582,1639,2,300
1588,1634,2,300
1588,4524,2,300
1589,1633,2,300
1591,1631,2,300
1591,6300,2,300
1591,6301,2,300
1592,1629,2,300
1594,1595,2,300
1594,1626,2,300
1594,1627,2,300
1595,1594,2,300
1595,1625,2,300
1595,1626,2,300
1595,1627,2,300
1595,4805,2,300
1597,1624,2,300
1597,1625,2,300
1597,4805,2,300
1599,1622,2,300
1600,1619,2,443
1600,1621,2,300
1600,2295,2,300
1600,4611,2,300
1600,5847,2,300
1601,1619,2,300
1601,5847,2,379
1603,1618,2,300
1603,5808,2,300
1604,1616,2,300
1604,1617,2,300
1604,3655,2,300
1606,1607,2,300
1606,1615,2,300
1606,1616,2,300
1606,3655,2,301
1607,1606,2,300
1607,1615,2,300
1607,4802,2,300
1608,1614,2,300
1614,1608,2,300
1614,4801,2,525
1614,4802,2,300
1615,1606,2,300
1615,1607,2,300
1615,3655,2,351
1615,4802,2,330
1616,1604,2,300
1616,1606,2,300
1616,1617,2,300
1616,3655,2,300
1617,1604,2,300
1617,1616,2,300
1617,3655,2,300
1618,1603,2,300
1618,5808,2,300
1619,1600,2,443
1619,1601,2,300
1619,1621,2,443
1619,5847,2,445
1621,1600,2,300
1621,1619,2,443
1621,2295,2,300
1621,4611,2,300
1621,5847,2,300
1622,1599,2,300
1624,1597,2,300
1624,1625,2,300
1624,4805,2,300
1625,1595,2,300
1625,1597,2,300
1625,1624,2,300
1625,1626,2,300
1625,4805,2,300
1626,1594,2,300
1626,1595,2,300
1626,1625,2,300
1626,1627,2,300
1626,4805,2,300
1627,1594,2,300
1627,1595,2,300
1627,1626,2,300
1629,1592,2,300
1631,1591,2,300
1631,6300,2,300
1631,6301,2,300
1633,1589,2,300
1634,1588,2,300
1635,4524,2,300
1635,6091,2,300
1635,6289,2,300
1635,6291,2,626
1636,4193,2,300
1636,5617,2,300
1636,6289,2,300
1636,6291,2,861
1638,1582,2,300
1638,1639,2,300
1638,3293,2,300
1638,3295,2,300
1638,4191,2,300
1639,1580,2,300
1639,1582,2,300
1639,1638,2,300
1640,1580,2,300
1640,1642,2,300
1640,2015,2,340
1642,1578,2,300
1642,1640,2,300
1642,1643,2,304
1642,2015,2,343
1642,4189,2,300
1643,1578,2,300
1643,1642,2,304
1643,1644,2,300
1643,2019,2,300
1643,2020,2,371
1643,2067,2,314
1643,4186,2,300
1643,4189,2,303
1644,1643,2,300
1644,2019,2,300
1644,4186,2,300
1655,1566,2,300
1655,1656,2,300
1655,1718,2,300
1655,2612,2,857
1655,2613,2,893
1655,2643,2,795
1655,2767,2,300
1655,6372,2,307
1656,1565,2,300
1656,1566,2,300
1656,1655,2,300
1656,1657,2,300
1656,1718,2,300
1656,2613,2,894
1656,2643,2,886
1656,2767,2,300
1656,6372,2,300
1657,1566,2,300
1657,1656,2,300
1657,1718,2,300
1659,1564,2,300
1659,4065,2,300
1661,1562,2,300
1662,1561,2,300
1663,1559,2,300
1663,1560,2,300
1663,1561,2,300
1663,2249,2,300
1663,2263,2,300
1664,1558,2,300
1664,1559,2,300
1664,1560,2,300
1664,2263,2,323
1665,1557,2,300
1665,1558,2,300
1665,1666,2,300
1666,1556,2,300
1666,1557,2,300
1666,1665,2,300
1666,1667,2,300
1667,1554,2,300
1667,1555,2,300
1667,1556,2,300
1667,1666,2,300
1667,1668,2,300
1668,1554,2,300
1668,1555,2,300
1668,1556,2,300
1668,1667,2,300
1668,1669,2,300
1669,1553,2,300
1669,1554,2,300
1669,1668,2,300
1669,2175,2,300
1671,1550,2,300
1671,1672,2,300
1671,2175,2,300
1671,5655,2,335
1672,1549,2,300
1672,1550,2,300
1672,1671,2,300
1672,1673,2,300
1672,5655,2,323
1673,1549,2,300
1673,1672,2,300
1674,1548,2,300
1676,1545,2,300
1676,1546,2,300
1676,1547,2,300
1676,5631,2,300
1678,1545,2,300
1678,2623,2,300
1678,2641,2,300
1678,4277,2,310
1678,4393,2,323
1681,1541,2,300
1681,1542,2,300
1681,1682,2,300
1682,1541,2,300
1682,1681,2,300
1682,1683,2,300
1682,4396,2,300
1683,1540,2,300
1683,1541,2,300
1683,1682,2,300
1683,2640,2,300
1683,2918,2,300
1683,3172,2,300
1683,4396,2,300
1683,4398,2,373
1685,1686,2,300
1685,2917,2,300
1685,3172,2,300
1685,3231,2,300
1686,1685,2,300
1686,3173,2,300
1686,3230,2,300
1686,3231,2,300
1701,1787,2,300
1701,3290,2,542
1701,3532,2,368
1701,4529,2,300
1701,5394,2,300
1701,6336,2,300
1701,6337,2,300
1703,1784,2,300
1703,1785,2,300
1703,3843,2,313
1703,5283,2,355
1703,6281,2,300
1703,6282,2,300
1704,1784,2,300
1704,6281,2,300
1704,6282,2,300
1706,2493,2,300
1706,2757,2,351
1718,1565,2,336
1718,1566,2,300
1718,1655,2,300
1718,1656,2,300
1718,1657,2,300
1718,1780,2,300
1718,2613,2,891
1718,2643,2,884
1718,2767,2,300
1718,4779,2,326
1718,5867,2,928
1718,6372,2,320
1720,1721,2,300
1720,1779,2,300
1720,1780,2,300
1720,2148,2,300
1720,2155,2,318
1720,4779,2,300
1721,1720,2,300
1721,1722,2,300
1721,1778,2,300
1722,1721,2,300
1722,1723,2,300
1722,1775,2,300
1722,1776,2,300
1722,1778,2,300
1723,1722,2,300
1723,1724,2,300
1723,1774,2,300
1723,1775,2,300
1723,1776,2,300
1724,1723,2,300
1724,1725,2,300
1724,1726,2,300
1724,1773,2,300
1724,1774,2,300
1724,1775,2,300
1725,1724,2,300
1725,1726,2,300
1725,1773,2,300
1725,1774,2,300
1726,1724,2,300
1726,1725,2,300
1726,1772,2,300
1726,1773,2,300
1726,1774,2,300
1726,4209,2,300
1730,1731,2,300
1730,1770,2,300
1731,1730,2,300
1731,1732,2,300
1731,1769,2,300
1731,1770,2,300
1732,1731,2,300
1732,1733,2,300
1732,1768,2,300
1732,1769,2,300
1733,1732,2,300
1733,1768,2,300
1733,1769,2,300
1734,1735,2,300
1734,1766,2,300
1734,1767,2,300
1735,1734,2,300
1735,1736,2,300
1735,1766,2,300
1735,1767,2,300
1736,1735,2,300
1736,1763,2,300
1736,1764,2,300
1737,1763,2,300
1737,1764,2,300
1741,1759,2,300
1741,1760,2,300
1741,1761,2,300
1741,2220,2,307
1741,2221,2,300
1742,1743,2,300
1742,1759,2,300
1743,1742,2,300
1743,1757,2,300
1744,733,2,300
1744,734,2,300
1744,735,2,302
1744,1745,2,300
1744,1756,2,300
1744,1757,2,300
1744,2218,2,300
1744,4229,2,300
1744,4230,2,300
1744,4235,2,312
1745,733,2,367
1745,734,2,300
1745,1744,2,300
1745,1746,2,300
1745,1756,2,300
1745,2216,2,324
1745,2218,2,377
1745,4229,2,363
1745,4230,2,300
1745,4231,2,331
1745,4235,2,392
1745,6373,2,471
1745,6374,2,428
1745,6375,2,407
1745,6377,2,376
1745,6379,2,471
1746,1745,2,300
1746,1747,2,300
1746,1754,2,300
1746,2216,2,300
1746,4231,2,300
1746,6373,2,383
1746,6374,2,340
1746,6375,2,319
1746,6377,2,300
1746,6379,2,383
1747,1746,2,300
1747,1748,2,300
1747,1754,2,300
1747,4218,2,300
1747,6373,2,578
1748,1747,2,300
1748,1754,2,300
1748,2335,2,470
1748,4218,2,301
1748,4219,2,300
1748,4220,2,408
1748,4231,2,537
1748,6373,2,699
1750,4471,2,423
1754,1746,2,300
1754,1747,2,300
1754,1748,2,300
1754,4218,2,300
1754,6373,2,602
1756,733,2,300
1756,734,2,300
1756,735,2,300
1756,1744,2,300
1756,1745,2,300
1756,1757,2,300
1756,2218,2,300
1756,4229,2,300
1756,4230,2,300
1756,4235,2,308
1756,6373,2,569
1757,734,2,300
1757,1743,2,300
1757,1744,2,300
1757,1756,2,300
1757,2218,2,300
1757,4230,2,300
1759,1741,2,300
1759,1742,2,300
1760,1741,2,300
1760,1761,2,300
4540,2821,2,300
4540,3130,2,866
4540,3147,2,300
4540,3148,2,300
4540,4539,2,300
4540,5445,2,300
4541,4542,2,300
4541,5517,2,300
4542,4541,2,300
4542,4543,2,503
4542,5517,2,300
4543,4545,2,300
4543,5555,2,300
4543,5858,2,300
4545,4543,2,300
4545,5555,2,300
4548,3080,2,300
4548,4550,2,391
4548,5857,2,300
4550,3080,2,300
4550,3081,2,300
4550,3895,2,300
4550,4551,2,300
4550,4696,2,300
4550,5857,2,330
4551,3081,2,300
4551,3895,2,300
4551,4550,2,300
4551,5951,2,300
4553,3082,2,300
4553,4554,2,300
4553,5951,2,300
4554,3082,2,300
4554,4553,2,300
4568,2422,2,320
4568,2472,2,300
4568,5733,2,300
4570,3120,2,300
4570,3159,2,300
4570,4574,2,300
4571,4579,2,300
4572,4573,2,300
4572,4691,2,300
4573,4572,2,300
4573,4691,2,300
4574,3120,2,300
4574,3159,2,300
4574,4570,2,300
4576,1890,2,300
4576,1891,2,300
4578,678,2,300
4579,4571,2,300
4580,3278,2,300
4580,3279,2,300
4580,3284,2,300
4580,5508,2,300
4581,3302,2,300
4586,866,2,300
4586,916,2,331
4586,2761,2,300
4586,2768,2,300
4586,3491,2,602
4586,4134,2,300
4586,4135,2,300
4586,5624,2,303
4586,5992,2,300
4587,968,2,300
4587,2423,2,300
4592,2392,2,300
4592,2393,2,415
4592,5782,2,300
4593,4182,2,300
4593,4989,2,300
4600,4924,2,300
4600,6071,2,300
4606,5007,2,300
4606,5640,2,384
4606,5643,2,300
4606,5913,2,300
4606,6385,2,327
4606,6386,2,371
4609,2306,2,300
4609,2307,2,300
4609,2392,2,300
4609,5455,2,958
4610,2300,2,300
4610,2397,2,300
4610,2398,2,300
4610,5008,2,300
4611,1600,2,300
4611,1621,2,300
4611,5847,2,300
4612,2291,2,300
4613,2282,2,949
4613,2287,2,794
4613,4614,2,528
4613,4615,2,572
4613,4801,2,300
4613,5558,2,330
4613,5846,2,300
4614,2288,2,300
4614,2410,2,300
4614,4615,2,300
4614,5644,2,300
4614,5645,2,300
4615,2287,2,300
4615,2288,2,300
4615,2410,2,300
4615,4614,2,300
4615,5644,2,300
4615,5645,2,300
4617,2281,2,300
4617,3647,2,300
4617,5981,2,300
4617,5982,2,300
4619,3647,2,300
4630,781,2,300
4630,2145,2,300
4630,2160,2,300
4630,2322,2,351
4630,4070,2,300
4630,4078,2,300
4646,807,2,300
4646,809,2,300
4646,1999,2,300
4646,2086,2,372
4646,2913,2,300
4646,5349,2,300
4646,5351,2,300
4646,5978,2,300
4648,1899,2,300
4648,1900,2,300
4648,1906,2,300
4648,4649,2,300
4649,1899,2,300
4649,1900,2,300
4649,1906,2,300
4649,1907,2,300
4649,4648,2,300
4650,1879,2,300
4650,2476,2,300
4651,1884,2,300
4651,1922,2,300
4651,1923,2,300
4652,1887,2,300
4652,1888,2,300
4652,1918,2,300
4652,1919,2,300
4654,5785,2,300
4657,501,2,300
4657,593,2,300
4657,2738,2,559
4657,5092,2,311
4657,5866,2,300
4657,5940,2,300
4658,3833,2,300
4658,4659,2,300
4659,3809,2,310
4659,3833,2,300
4659,4658,2,300
4667,1091,2,300
4667,1092,2,300
4667,1130,2,300
4667,1335,2,300
4667,1336,2,334
4667,1383,2,300
4667,1384,2,300
4668,1093,2,300
4668,1336,2,512
4668,1383,2,500
4670,1094,2,300
4670,1127,2,300
4670,1128,2,300
4670,5568,2,454
4682,2754,2,552
4682,3014,2,300
4682,3020,2,300
4682,4760,2,313
4682,4761,2,300
4682,5369,2,345
4682,5718,2,307
4688,3834,2,308
4688,5290,2,300
4691,4572,2,300
4691,4573,2,300
4691,4753,2,314
4692,950,2,890
4692,3247,2,300
4692,3317,2,300
4692,3318,2,328
4696,3080,2,300
4696,3895,2,300
4696,4550,2,300
4696,4697,2,300
4696,4964,2,300
4696,5857,2,300
4697,4696,2,300
4697,4896,2,300
4698,5518,2,300
4703,2441,2,300
4703,2451,2,300
4703,4704,2,300
4703,4706,2,300
4704,2441,2,300
4704,2451,2,300
4704,4703,2,300
4704,4706,2,300
4706,2439,2,300
4706,2441,2,300
4706,2455,2,336
4706,4703,2,300
4706,4704,2,300
4706,4720,2,300
4706,5082,2,300
4707,2455,2,465
4708,2457,2,300
4708,5287,2,300
4709,1308,2,367
4709,2457,2,320
4709,2871,2,300
4709,4708,2,324
4709,4711,2,300
4709,6342,2,306
4709,6346,2,300
4711,1308,2,300
4711,2871,2,300
4711,4709,2,300
4711,6346,2,300
4711,6431,2,313
4712,3496,2,300
4713,1409,2,300
4713,1410,2,300
4713,2886,2,300
4713,5104,2,300
4720,2439,2,300
4720,2441,2,300
4720,2455,2,300
4720,4706,2,300
4720,5082,2,320
4721,1141,2,300
4725,1285,2,482
4725,1286,2,300
4725,1289,2,300
4725,2585,2,300
4725,3147,2,300
4725,5406,2,300
4727,3127,2,423
4727,3128,2,300
4727,3155,2,675
4727,4781,2,748
4727,5682,2,357
4728,3127,2,300
4728,3155,2,300
4728,3799,2,308
4728,4727,2,621
4728,4729,2,300
4728,5682,2,324
4729,3127,2,380
4729,3128,2,662
4729,3155,2,308
4729,4727,2,742
4729,4728,2,300
4729,4730,2,300
4729,4731,2,300
4729,5682,2,445
4730,4729,2,300
4730,4731,2,305
4730,4732,2,300
4730,4733,2,363
4731,4729,2,300
4731,4730,2,305
4731,4732,2,351
4731,4733,2,300
4732,4730,2,300
4732,4731,2,351
4732,4733,2,300
4733,4730,2,363
4733,4731,2,300
4733,4732,2,300
4734,3033,2,300
4734,3123,2,300
4734,3798,2,300
4734,3839,2,300
4737,2012,2,300
4737,2013,2,300
4737,4738,2,300
4737,5316,2,334
4738,2012,2,300
4738,2013,2,300
4738,2014,2,300
4738,2071,2,300
4738,2864,2,300
4738,4737,2,300
