from_stop_id,to_stop_id,transfer_type,min_transfer_time
3261,1339,2,300
3261,1340,2,300
3261,1379,2,300
3261,3300,2,300
3262,634,2,300
3262,668,2,300
3262,1339,2,655
3262,3299,2,300
3262,3722,2,300
3262,5568,2,300
3266,878,2,300
3266,905,2,300
3266,3296,2,300
3266,4195,2,300
3266,4196,2,300
3271,3291,2,685
3272,3290,2,519
3272,3532,2,329
3272,4529,2,440
3272,5394,2,547
3273,6340,2,300
3276,1160,2,377
3276,1415,2,378
3276,5537,2,300
3276,5602,2,300
3276,5603,2,300
3278,3284,2,300
3278,4580,2,300
3278,5071,2,571
3279,956,2,300
3279,958,2,469
3279,1077,2,459
3279,1078,2,300
3279,4580,2,300
3279,5508,2,300
3281,954,2,300
3281,1080,2,300
3284,3278,2,300
3284,3285,2,300
3284,4580,2,300
3285,3284,2,300
3285,5071,2,409
3285,5969,2,300
3290,3272,2,519
3290,3532,2,300
3290,4529,2,343
3290,5394,2,446
3291,3271,2,685
3293,1638,2,300
3293,3295,2,302
3293,5436,2,300
3293,5616,2,390
3293,6288,2,300
3293,6290,2,300
3295,1638,2,300
3295,3293,2,302
3295,4191,2,300
3295,4193,2,344
3295,5616,2,300
3296,878,2,300
3296,905,2,300
3296,3266,2,300
3296,4195,2,300
3296,4196,2,300
3297,1096,2,300
3297,1097,2,310
3297,1125,2,416
3297,1126,2,300
3297,5567,2,300
3298,1096,2,300
3298,1097,2,300
3298,1125,2,300
3298,1126,2,300
3298,5567,2,300
3298,5568,2,300
3299,634,2,300
3299,668,2,300
3299,3262,2,300
3299,3722,2,372
3299,5464,2,457
3300,1339,2,300
3300,1340,2,305
3300,1379,2,300
3300,3261,2,300
3302,3259,2,337
3302,4581,2,300
3303,3259,2,511
3304,4306,2,300
3306,3256,2,300
3306,4306,2,300
3306,5466,2,300
3306,5749,2,300
3308,953,2,743
3308,3255,2,300
3308,5466,2,300
3308,5736,2,325
3308,5749,2,300
3310,950,2,488
3310,3249,2,672
3310,3253,2,300
3310,3311,2,401
3310,3315,2,702
3310,5191,2,300
3311,950,2,300
3311,3249,2,335
3311,5191,2,300
3311,5748,2,300
3315,950,2,300
3315,951,2,561
3315,3248,2,300
3315,3249,2,300
3315,3311,2,365
3316,3247,2,300
3316,3248,2,300
3316,3317,2,300
3317,3247,2,300
3317,3316,2,300
3317,3318,2,300
3317,4692,2,300
3318,3247,2,320
3318,3317,2,300
3318,4692,2,328
3337,847,2,300
3337,937,2,300
3337,938,2,300
3337,1349,2,300
3337,1369,2,300
3337,6366,2,300
3360,2334,2,659
3360,2370,2,679
3360,4234,2,300
3491,1178,2,300
3491,1180,2,300
3491,1253,2,300
3491,3750,2,300
3491,5039,2,300
3491,5174,2,300
3491,5175,2,300
3491,5176,2,300
3491,5379,2,300
3496,2460,2,300
3496,4712,2,300
3512,599,2,300
3512,2079,2,300
3512,4096,2,343
3512,5024,2,300
3512,5038,2,380
3512,5528,2,300
3512,5543,2,385
3512,5863,2,332
3512,5864,2,300
3513,1884,2,333
3513,1922,2,300
3515,982,2,300
3515,983,2,300
3515,1051,2,300
3519,1974,2,300
3519,4086,2,341
3519,6243,2,300
3520,4838,2,300
3520,4985,2,300
3520,5723,2,300
3526,1021,2,349
3526,1022,2,300
3526,4286,2,300
3526,4288,2,483
3526,4299,2,424
3526,5774,2,300
3526,5779,2,505
3526,6367,2,300
3527,1008,2,384
3527,1021,2,940
3527,1022,2,788
3527,1027,2,300
3527,1028,2,300
3527,1356,2,300
3527,2238,2,396
3527,2271,2,300
3527,4298,2,300
3527,5788,2,367
3529,870,2,300
3529,913,2,300
3529,4183,2,345
3529,4184,2,345
3529,4185,2,340
3532,1701,2,368
3532,1787,2,357
3532,3272,2,329
3532,3290,2,300
3532,4529,2,300
3532,5394,2,300
3535,1242,2,324
3535,1358,2,300
3535,1359,2,300
3535,2240,2,300
3535,4290,2,300
3535,4296,2,300
3647,4617,2,300
3647,4619,2,300
3655,1604,2,300
3655,1606,2,301
3655,1615,2,351
3655,1616,2,300
3655,1617,2,300
3722,634,2,318
3722,668,2,300
3722,3262,2,300
3722,3299,2,372
3728,664,2,300
3728,3729,2,300
3728,3932,2,300
3729,663,2,300
3729,664,2,300
3729,2026,2,300
3729,2027,2,328
3729,2060,2,300
3729,2061,2,300
3729,2062,2,362
3729,3728,2,300
3729,3932,2,300
3729,4171,2,300
3729,4172,2,300
3730,642,2,300
3730,660,2,300
3730,661,2,300
3730,4170,2,300
3730,5627,2,300
3731,642,2,300
3731,658,2,300
3731,659,2,300
3731,660,2,300
3731,661,2,300
3750,1178,2,300
3750,1180,2,300
3750,1253,2,300
3750,3491,2,300
3750,5039,2,300
3750,5174,2,300
3750,5175,2,300
3750,5176,2,300
3750,5379,2,300
3754,4411,2,300
3757,2628,2,300
3763,2626,2,300
3763,2627,2,300
3763,2638,2,569
3763,3770,2,411
3764,2629,2,300
3764,2636,2,300
3764,3769,2,368
3766,2933,2,300
3766,2976,2,300
3766,3767,2,300
3766,5416,2,300
3767,2933,2,313
3767,3766,2,300
3767,5416,2,300
3768,4403,2,502
3769,2629,2,300
3769,2636,2,300
3769,3764,2,368
3770,2626,2,300
3770,2627,2,540
3770,2638,2,300
3770,3763,2,411
3772,3773,2,300
3772,4426,2,300
3773,3772,2,300
3773,3774,2,300
3773,3779,2,300
3773,4426,2,300
3774,3773,2,300
3774,3779,2,300
3775,3778,2,300
3776,3777,2,300
3777,3776,2,300
3778,3775,2,300
3779,3773,2,300
3779,3774,2,300
3795,3796,2,300
3795,5969,2,346
3796,3795,2,300
3796,3797,2,300
3796,3840,2,300
3797,3796,2,300
3797,3798,2,300
3797,3840,2,300
3798,3033,2,300
3798,3123,2,300
3798,3125,2,300
3798,3797,2,300
3798,3839,2,300
3798,3840,2,300
3798,4734,2,300
3799,4728,2,308
3804,2726,2,300
3804,2732,2,312
3804,6093,2,774
3806,3834,2,300
3806,5237,2,300
3809,4659,2,310
3812,5432,2,300
3820,5222,2,300
3820,5411,2,300
3820,5428,2,300
3833,4658,2,300
3833,4659,2,300
3834,3806,2,300
3834,4688,2,308
3834,5237,2,300
3837,3016,2,410
3838,5916,2,300
3839,3033,2,300
3839,3123,2,300
3839,3125,2,300
3839,3798,2,300
3839,4734,2,300
3840,3796,2,300
3840,3797,2,300
3840,3798,2,300
3843,1703,2,313
3843,1785,2,300
3843,2312,2,414
3843,5283,2,300
3843,6336,2,335
3846,517,2,322
3846,577,2,300
3846,1249,2,300
3846,3847,2,300
3846,6372,2,300
3847,517,2,464
3847,577,2,419
3847,1249,2,300
3847,3846,2,300
3847,4024,2,300
3847,5023,2,300
3852,4301,2,300
3887,3193,2,300
3887,5901,2,300
3895,3080,2,300
3895,4550,2,300
3895,4551,2,300
3895,4696,2,300
3895,4964,2,300
3895,5857,2,300
3900,5577,2,300
3901,4359,2,300
3931,5446,2,442
3931,5447,2,458
3931,6419,2,300
3931,6421,2,300
3931,6423,2,300
3931,6424,2,300
3932,664,2,300
3932,3728,2,300
3932,3729,2,300
4007,501,2,783
4007,593,2,584
4007,919,2,814
4007,1970,2,826
4007,2108,2,800
4007,2110,2,640
4007,2605,2,305
4007,2606,2,300
4007,2607,2,300
4007,2611,2,300
4007,4657,2,752
4007,5092,2,724
4007,5937,2,313
4007,5938,2,300
4007,5940,2,712
4007,5950,2,300
4007,5965,2,300
4007,6314,2,317
4007,6394,2,303
4024,3847,2,300
4024,5023,2,300
4026,4029,2,300
4029,4026,2,300
4039,524,2,300
4039,573,2,300
4039,2246,2,318
4039,4040,2,300
4039,4044,2,300
4039,4046,2,300
4039,5674,2,322
4039,5869,2,951
4040,524,2,335
4040,2246,2,300
4040,4039,2,300
4040,4044,2,300
4040,4046,2,300
4044,524,2,300
4044,4039,2,300
4044,4040,2,300
4044,4046,2,300
4044,5674,2,300
4046,524,2,300
4046,2246,2,361
4046,4039,2,300
4046,4040,2,300
4046,4044,2,300
4046,5674,2,317
4065,1659,2,300
4069,781,2,300
4069,2157,2,300
4069,2322,2,358
4069,4070,2,300
4069,4071,2,300
4069,4078,2,300
4070,781,2,300
4070,2157,2,300
4070,4069,2,300
4070,4071,2,300
4070,4078,2,300
4070,4630,2,300
4071,2157,2,339
4071,4069,2,300
4071,4070,2,300
4071,4078,2,376
4072,2326,2,300
4078,781,2,300
4078,2145,2,300
4078,2157,2,300
4078,2322,2,334
4078,4069,2,300
4078,4070,2,300
4078,4071,2,376
4078,4630,2,300
4079,4081,2,300
4081,4079,2,300
4084,1970,2,300
4084,1971,2,300
4084,2106,2,346
4084,2107,2,381
4084,2108,2,459
4084,2321,2,300
4084,5424,2,300
4086,1973,2,357
4086,1974,2,300
4086,2104,2,300
4086,3519,2,341
4086,6243,2,300
4088,2106,2,620
4088,2110,2,871
4088,4089,2,300
4088,4090,2,300
4088,5995,2,300
4089,2106,2,787
4089,4088,2,300
4089,4090,2,300
4089,5995,2,300
4090,2106,2,788
4090,4088,2,300
4090,4089,2,300
4090,5995,2,300
4096,494,2,300
4096,599,2,337
4096,3512,2,343
4096,5024,2,358
4096,5353,2,300
4096,5373,2,300
4096,5528,2,323
4096,5863,2,300
4113,979,2,300
4113,980,2,300
4113,981,2,300
4113,1053,2,300
4113,1054,2,300
4113,4921,2,300
4113,5979,2,300
4114,983,2,323
4114,1049,2,300
4114,1051,2,300
4114,6277,2,300
4114,6278,2,300
4115,985,2,300
4115,1049,2,300
4116,985,2,341
4116,1257,2,326
4116,1258,2,352
4116,4117,2,300
4117,1175,2,348
4117,1176,2,332
4117,1257,2,314
4117,1258,2,323
4117,3515,2,951
4117,4116,2,300
4120,4979,2,300
4121,4123,2,300
4122,599,2,350
4122,4123,2,300
4122,5373,2,300
4122,5863,2,316
4123,4121,2,300
4123,4122,2,300
4125,806,2,300
4125,4829,2,300
4128,691,2,300
4128,809,2,300
4128,811,2,300
4128,1999,2,303
4128,2086,2,340
4128,4830,2,300
4128,4831,2,300
4128,5977,2,300
4129,689,2,300
4129,690,2,300
4129,811,2,300
4129,813,2,300
4133,1864,2,300
4133,1866,2,300
4133,1938,2,300
4133,1939,2,300
4133,1996,2,300
4133,2087,2,363
4133,2088,2,343
4134,866,2,304
4134,1178,2,630
4134,1180,2,350
4134,1253,2,320
4134,2761,2,300
4134,2768,2,300
4134,4135,2,300
4134,4586,2,300
4134,5624,2,380
4134,5992,2,316
4135,1180,2,300
4135,1253,2,300
4135,2761,2,366
4135,2768,2,342
4135,4134,2,300
4135,4586,2,300
4143,2005,2,335
4143,2006,2,300
4143,2077,2,322
4143,2757,2,300
4143,5176,2,348
4144,2006,2,300
4144,2077,2,300
4147,5569,2,300
4150,1263,2,300
4150,1264,2,300
4150,4919,2,300
4150,4920,2,300
4150,4921,2,303
4150,5979,2,301
4152,1174,2,300
4152,1259,2,300
4152,1260,2,300
4152,6279,2,300
4152,6280,2,300
4153,4154,2,300
4154,4153,2,300
4155,4156,2,300
4156,4155,2,300
4157,4158,2,300
4158,4157,2,300
4162,5825,2,300
4167,5264,2,300
4170,661,2,304
4170,663,2,300
4170,2026,2,300
4170,2027,2,326
4170,2059,2,414
4170,2060,2,304
4170,2061,2,300
4170,2062,2,380
4170,3730,2,300
4170,4171,2,300
4170,4172,2,300
4170,5627,2,300
